no,query,category,lifestyle_category,sub_category,phase,intent,type,type_reason,language,is_new,phase_n,cluster
648,eSIM ญี่ปุ่น แชร์ฮอตสปอต,通信・eSIM,,esim_thai,pre,feature,B,タイ語：ホットスポットクエリ,th,Y,pre,C1_購入・価格
649,eSIM ญี่ปุ่น ChatGPT ใช้ได้ไหม,通信・eSIM,,esim_thai,pre,feature,B,タイ語：ChatGPT利用可否クエリ,th,Y,pre,P3_JPIP差別化
650,eSIM ญี่ปุ่น เน็ตไม่จำกัด,通信・eSIM,,esim_thai,pre,comparison,B,タイ語：無制限データクエリ,th,Y,pre,C1_購入・価格
651,eSIM ญี่ปุ่น กี่ GB พอ,通信・eSIM,,esim_thai,pre,planning,B,タイ語：必要GB数クエリ,th,Y,pre,C1_購入・価格
652,eSIM Jepang terbaik 2025,通信・eSIM,,esim_indonesian,pre,comparison,B,インドネシア語：日本eSIM最良クエリ,id,Y,pre,C1_購入・価格
653,cara pasang eSIM Jepang,通信・eSIM,,esim_indonesian,pre,how_to,B,インドネシア語：インストール方法クエリ,id,Y,pre,C1_購入・価格
654,eSIM Jepang harga perbandingan,通信・eSIM,,esim_indonesian,pre,price,B,インドネシア語：価格比較クエリ,id,Y,pre,C1_購入・価格
655,eSIM Jepang tidak bisa konek,通信・eSIM,,esim_indonesian,during,problem,B,インドネシア語：接続不可クエリ,id,Y,during,C1_購入・価格
656,eSIM Jepang hotspot tethering,通信・eSIM,,esim_indonesian,pre,feature,B,インドネシア語：ホットスポットクエリ,id,Y,pre,C4_機能・認証
657,eSIM Jepang ChatGPT bisa dipakai,通信・eSIM,,esim_indonesian,pre,feature,B,インドネシア語：ChatGPT利用可否クエリ,id,Y,pre,P3_JPIP差別化
658,eSIM Jepang unlimited data,通信・eSIM,,esim_indonesian,pre,comparison,B,インドネシア語：無制限データクエリ,id,Y,pre,C5_容量・プラン
659,eSIM Jepang berapa GB cukup,通信・eSIM,,esim_indonesian,pre,planning,B,インドネシア語：必要GB数クエリ,id,Y,pre,C1_購入・価格
660,Japan eSIM with Japanese phone number,通信・eSIM,,esim_special,pre,feature,B,日本電話番号付きeSIMクエリ,en,Y,pre,C1_購入・価格
661,Japan eSIM for banking 2FA,通信・eSIM,,esim_special,during,feature,A,銀行2FA認証クエリ,en,Y,during,C10_一般知識
662,Japan eSIM for Suica IC card,通信・eSIM,,esim_special,during,feature,A,Suica連携クエリ,en,Y,during,C10_一般知識
663,Japan eSIM for Google Maps offline,通信・eSIM,,esim_special,during,feature,A,オフラインマップクエリ,en,Y,during,C4_機能・認証
664,Japan eSIM for translation apps,通信・eSIM,,esim_special,during,feature,A,翻訳アプリクエリ,en,Y,during,C10_一般知識
665,Japan eSIM for navigation apps,通信・eSIM,,esim_special,during,feature,A,ナビアプリクエリ,en,Y,during,C10_一般知識
666,Japan eSIM for social media,通信・eSIM,,esim_special,during,feature,B,SNSクエリ,en,Y,during,C1_購入・価格
667,Japan eSIM for streaming Netflix,通信・eSIM,,esim_special,during,feature,A,Netflixストリーミングクエリ,en,Y,during,C10_一般知識
668,Japan eSIM for YouTube,通信・eSIM,,esim_special,during,feature,A,YouTubeクエリ,en,Y,during,C10_一般知識
669,Japan eSIM for Osaka Expo 2025,通信・eSIM,,esim_special,pre,event,B,大阪万博向けクエリ,en,Y,pre,C1_購入・価格
670,Japan eSIM for cherry blossom season,通信・eSIM,,esim_special,pre,seasonal,B,桜シーズン向けクエリ,en,Y,pre,C1_購入・価格
671,Japan eSIM for ski trip Hokkaido Niseko,通信・eSIM,,esim_special,pre,seasonal,B,スキー旅行向けクエリ,en,Y,pre,C1_購入・価格
672,Japan eSIM for hiking Mount Fuji,通信・eSIM,,esim_special,pre,activity,B,富士山登山向けクエリ,en,Y,pre,C1_購入・価格
673,Japan eSIM for anime pilgrimage,通信・eSIM,,esim_special,pre,activity,A,聖地巡礼向けクエリ,en,Y,pre,C10_一般知識
674,Japan eSIM for food tour,通信・eSIM,,esim_special,pre,activity,A,グルメツアー向けクエリ,en,Y,pre,C10_一般知識
675,what is eSIM Japan,通信・eSIM,,esim_general,pre,education,A,eSIM基本説明クエリ,en,Y,pre,C10_一般知識
676,how does eSIM work Japan,通信・eSIM,,esim_general,pre,education,A,eSIM仕組み説明クエリ,en,Y,pre,C10_一般知識
677,eSIM vs SIM card Japan difference,通信・eSIM,,esim_general,pre,education,A,eSIM vs SIM違い説明クエリ,en,Y,pre,P2_比較
678,Japan eSIM history evolution,通信・eSIM,,esim_general,pre,education,C,eSIM歴史クエリ（AI代替）,en,Y,pre,C1_購入・価格
679,Japan mobile network overview,通信・eSIM,,esim_general,pre,education,C,日本モバイルネットワーク概要（AI代替）,en,Y,pre,C1_購入・価格
680,Japan eSIM regulations 2025 2026,通信・eSIM,,esim_general,pre,policy,A,eSIM規制クエリ,en,Y,pre,C10_一般知識
681,Japan eSIM policy changes 2026,通信・eSIM,,esim_general,pre,policy,A,eSIMポリシー変更クエリ,en,Y,pre,C10_一般知識
682,Japan eSIM security privacy,通信・eSIM,,esim_general,pre,concern,A,セキュリティ・プライバシークエリ,en,Y,pre,C10_一般知識
683,Japan eSIM environmental eco-friendly,通信・eSIM,,esim_general,pre,benefit,C,環境配慮クエリ（AI代替）,en,Y,pre,C1_購入・価格
684,日本 ショッピング中 eSIM データ どれくらい使う,通信・eSIM,ショッピング,esim_shopping,during,planning,B,ショッピング中のデータ消費量クエリ。購入プラン選択に直結,ja,Y,during,C7_シーン別
685,日本 免税手続き eSIM 必要か,通信・eSIM,ショッピング,esim_shopping,during,feature,B,免税×eSIM。Tax Free手続きにネット必要かどうか,ja,Y,during,C7_シーン別
686,日本 ショッピングモール フリーWi-Fi eSIM どっちがいい,通信・eSIM,ショッピング,esim_shopping,during,comparison,B,ショッピングモール内の通信手段比較,ja,Y,during,C7_シーン別
687,日本 アウトドア店 eSIM 電波 入るか,通信・eSIM,ショッピング,esim_shopping,during,coverage,A,アウトドア専門店エリアの電波確認,ja,Y,during,C7_シーン別
688,日本 百貨店 地下 eSIM 電波,通信・eSIM,ショッピング,esim_shopping,during,coverage,A,百貨店地下フロアの電波状況,ja,Y,during,C7_シーン別
689,日本 ドン・キホーテ eSIM 使いながら 値段調べ,通信・eSIM,ショッピング,esim_shopping,during,feature,B,ドンキでの価格比較にeSIM活用,ja,Y,during,C7_シーン別
690,日本 コンビニ eSIM データ残量確認 方法,通信・eSIM,ショッピング,esim_shopping,during,how_to,B,コンビニ立ち寄り中のデータ残量確認,ja,Y,during,C7_シーン別
691,日本 薬局 ドラッグストア eSIM 翻訳アプリ 使える,通信・eSIM,ショッピング,esim_shopping,during,feature,B,薬局での翻訳アプリ利用,ja,Y,during,C7_シーン別
692,日本 家電量販店 ビックカメラ eSIM 購入できるか,通信・eSIM,ショッピング,esim_shopping,pre,purchase,B,家電量販店でのeSIM購入可否,ja,Y,pre,C7_シーン別
693,日本 秋葉原 電気街 eSIM 購入 おすすめ,通信・eSIM,ショッピング,esim_shopping,pre,purchase,B,秋葉原でのeSIM購入クエリ,ja,Y,pre,C7_シーン別
694,日本 ショッピング中 Google翻訳 eSIM データ消費,通信・eSIM,ショッピング,esim_shopping,during,feature,A,翻訳アプリのデータ消費量,ja,Y,during,C7_シーン別
695,日本 ショッピング PayPay eSIM なくても使える,通信・eSIM,ショッピング,esim_shopping,during,feature,A,PayPayのオフライン利用可否,ja,Y,during,C7_シーン別
696,日本 メルカリ フリマ eSIM 使いながら 購入,通信・eSIM,ショッピング,esim_shopping,during,feature,A,フリマアプリ利用中のeSIM活用,ja,Y,during,C7_シーン別
697,日本 アウトレット eSIM 電波 御殿場 佐野,通信・eSIM,ショッピング,esim_shopping,during,coverage,B,アウトレット（地方）の電波状況,ja,Y,during,C7_シーン別
698,日本 ショッピング中 Instagram eSIM 投稿できるか,通信・eSIM,ショッピング,esim_shopping,during,feature,B,ショッピング中のInstagram投稿,ja,Y,during,C7_シーン別
699,日本 ショッピング 購入品 TikTok 動画 eSIM 速度,通信・eSIM,ショッピング,esim_shopping,during,feature,B,TikTok動画投稿のための速度,ja,Y,during,C7_シーン別
700,日本 免税カウンター 混雑 eSIM 時間つぶし,通信・eSIM,ショッピング,esim_shopping,during,feature,A,免税手続き待ち時間のネット利用,ja,Y,during,C7_シーン別
701,日本 ショッピング 荷物 宅配 eSIM 追跡,通信・eSIM,ショッピング,esim_shopping,during,feature,A,宅配追跡のためのeSIM活用,ja,Y,during,C7_シーン別
702,日本 ショッピング 予算管理 アプリ eSIM 使える,通信・eSIM,ショッピング,esim_shopping,during,feature,A,予算管理アプリのオンライン利用,ja,Y,during,C7_シーン別
703,日本 ショッピング eSIM 無制限 安心 おすすめ,通信・eSIM,ショッピング,esim_shopping,pre,recommendation,B,ショッピング旅行向け無制限プラン,ja,Y,pre,C7_シーン別
704,日本 街歩き eSIM Google マップ ナビ 使える,通信・eSIM,街中散歩,esim_walking,during,feature,B,街歩き中のGoogleマップ利用,ja,Y,during,C7_シーン別
705,日本 散歩 eSIM データ どれくらい消費する,通信・eSIM,街中散歩,esim_walking,during,planning,B,散歩中のデータ消費量クエリ,ja,Y,during,C7_シーン別
706,日本 街中 eSIM 電波 入らない エリア,通信・eSIM,街中散歩,esim_walking,during,coverage,A,電波が入らないエリアの確認,ja,Y,during,C7_シーン別
707,日本 観光地 eSIM 写真 アップロード 速度,通信・eSIM,街中散歩,esim_walking,during,feature,B,観光写真のSNSアップロード速度,ja,Y,during,C7_シーン別
708,日本 神社 仏閣 eSIM 電波 入るか,通信・eSIM,街中散歩,esim_walking,during,coverage,B,神社・仏閣エリアの電波状況,ja,Y,during,C7_シーン別
709,日本 浅草 eSIM 電波 混雑時 速度落ちる,通信・eSIM,街中散歩,esim_walking,during,coverage,B,浅草混雑時の電波速度,ja,Y,during,C7_シーン別
710,日本 渋谷 原宿 eSIM 電波 混雑 つながるか,通信・eSIM,街中散歩,esim_walking,during,coverage,B,渋谷・原宿の混雑時電波,ja,Y,during,C7_シーン別
711,日本 京都 嵐山 eSIM 電波 観光シーズン,通信・eSIM,街中散歩,esim_walking,during,coverage,B,嵐山観光シーズンの電波,ja,Y,during,C7_シーン別
712,日本 大阪 道頓堀 eSIM 電波 夜 速度,通信・eSIM,街中散歩,esim_walking,during,coverage,B,道頓堀夜間の電波速度,ja,Y,during,C7_シーン別
713,日本 公園 eSIM 電波 代々木 上野 新宿御苑,通信・eSIM,街中散歩,esim_walking,during,coverage,A,都市公園の電波状況,ja,Y,during,C7_シーン別
714,日本 路地裏 eSIM 電波 入るか,通信・eSIM,街中散歩,esim_walking,during,coverage,A,路地裏・細い道の電波,ja,Y,during,C7_シーン別
715,日本 散歩 eSIM 翻訳アプリ リアルタイム 使える,通信・eSIM,街中散歩,esim_walking,during,feature,B,リアルタイム翻訳のためのeSIM,ja,Y,during,C7_シーン別
716,日本 街歩き eSIM Instagram ライブ配信 できるか,通信・eSIM,街中散歩,esim_walking,during,feature,B,Instagram Live配信のための速度,ja,Y,during,C7_シーン別
717,日本 街歩き TikTok eSIM リアルタイム 投稿,通信・eSIM,街中散歩,esim_walking,during,feature,B,TikTokリアルタイム投稿のためのeSIM,ja,Y,during,C7_シーン別
718,日本 観光 eSIM 音声ガイド アプリ 使える,通信・eSIM,街中散歩,esim_walking,during,feature,A,音声ガイドアプリのオンライン利用,ja,Y,during,C7_シーン別
719,日本 街歩き eSIM Google レンズ 使える,通信・eSIM,街中散歩,esim_walking,during,feature,B,Google Lensのリアルタイム翻訳,ja,Y,during,C7_シーン別
720,日本 観光 eSIM ChatGPT 使いながら 観光案内,通信・eSIM,街中散歩,esim_walking,during,feature,B,ChatGPTを観光案内として活用,ja,Y,during,C7_シーン別
721,日本 夜の街 eSIM 電波 安定 おすすめ,通信・eSIM,街中散歩,esim_walking,during,coverage,B,夜間の電波安定性クエリ,ja,Y,during,C7_シーン別
722,日本 花火大会 eSIM 電波 混雑 つながらない,通信・eSIM,街中散歩,esim_walking,during,problem,B,花火大会混雑時の電波問題,ja,Y,during,C7_シーン別
723,日本 祭り 縁日 eSIM 電波 つながるか,通信・eSIM,街中散歩,esim_walking,during,coverage,B,祭り・縁日での電波状況,ja,Y,during,C7_シーン別
724,日本 観光 eSIM 地図アプリ オフライン 必要か,通信・eSIM,街中散歩,esim_walking,pre,feature,A,オフラインマップの必要性,ja,Y,pre,C7_シーン別
725,日本 街歩き eSIM バッテリー 消費 節約方法,通信・eSIM,街中散歩,esim_walking,during,how_to,A,eSIM使用中のバッテリー節約,ja,Y,during,C7_シーン別
726,日本 観光 eSIM 紙の地図 不要になるか,通信・eSIM,街中散歩,esim_walking,pre,feature,A,eSIMがあれば紙地図不要か,ja,Y,pre,C7_シーン別
727,日本 散歩 eSIM 万歩計 ヘルスアプリ 使える,通信・eSIM,街中散歩,esim_walking,during,feature,A,ヘルスアプリのオンライン同期,ja,Y,during,C7_シーン別
728,日本 観光 eSIM 食べログ Googleマップ 口コミ 調べる,通信・eSIM,街中散歩,esim_walking,during,feature,B,グルメ情報検索のためのeSIM,ja,Y,during,C7_シーン別
729,日本 登山 eSIM 電波 山頂 入るか,通信・eSIM,登山,esim_hiking,during,coverage,B,山頂の電波状況クエリ。高需要,ja,Y,during,C7_シーン別
730,日本 富士山 eSIM 電波 5合目 8合目 山頂,通信・eSIM,登山,esim_hiking,during,coverage,B,富士山各地点の電波状況,ja,Y,during,C7_シーン別
731,日本 富士山 eSIM おすすめ キャリア Docomo,通信・eSIM,登山,esim_hiking,pre,recommendation,B,富士山登山向けeSIM推薦,ja,Y,pre,C7_シーン別
732,日本 北アルプス eSIM 電波 槍ヶ岳 穂高,通信・eSIM,登山,esim_hiking,during,coverage,B,北アルプスの電波状況,ja,Y,during,C7_シーン別
733,日本 高尾山 eSIM 電波 登山道,通信・eSIM,登山,esim_hiking,during,coverage,B,高尾山の電波状況,ja,Y,during,C7_シーン別
734,日本 屋久島 eSIM 電波 縄文杉 トレッキング,通信・eSIM,登山,esim_hiking,during,coverage,B,屋久島トレッキングの電波,ja,Y,during,C7_シーン別
735,日本 登山 eSIM 緊急連絡 使えるか,通信・eSIM,登山,esim_hiking,during,feature,B,登山中の緊急連絡手段としてのeSIM,ja,Y,during,C7_シーン別
736,日本 登山 eSIM 遭難 GPS 位置情報 共有,通信・eSIM,登山,esim_hiking,during,feature,B,遭難時のGPS位置情報共有,ja,Y,during,C7_シーン別
737,日本 登山 eSIM 天気予報 リアルタイム 確認,通信・eSIM,登山,esim_hiking,during,feature,B,登山中のリアルタイム天気確認,ja,Y,during,C7_シーン別
738,日本 登山 eSIM ヤマレコ YAMAP 使える,通信・eSIM,登山,esim_hiking,during,feature,B,登山アプリのオンライン利用,ja,Y,during,C7_シーン別
739,日本 登山 eSIM オフライン 地図 必要か,通信・eSIM,登山,esim_hiking,pre,feature,B,登山でのオフライン地図の必要性,ja,Y,pre,C7_シーン別
740,日本 登山 eSIM Docomo 電波 最強 理由,通信・eSIM,登山,esim_hiking,pre,comparison,B,登山でDocomo回線が強い理由,ja,Y,pre,C7_シーン別
741,日本 登山 eSIM バッテリー 消費 激しい 対策,通信・eSIM,登山,esim_hiking,during,problem,B,登山中のバッテリー消費対策,ja,Y,during,C7_シーン別
742,日本 登山 eSIM 山小屋 Wi-Fi ある,通信・eSIM,登山,esim_hiking,during,coverage,A,山小屋のWi-Fi有無,ja,Y,during,C7_シーン別
743,日本 登山 eSIM 圏外 エリア 対策,通信・eSIM,登山,esim_hiking,during,problem,B,圏外エリアでの対策,ja,Y,during,C7_シーン別
744,日本 富士山 eSIM 外国人 登山 おすすめ プラン,通信・eSIM,登山,esim_hiking,pre,recommendation,B,外国人向け富士山登山eSIMプラン,ja,Y,pre,C7_シーン別
745,日本 登山 eSIM 防水 スマホ 使えるか,通信・eSIM,登山,esim_hiking,pre,feature,A,防水スマホとeSIMの組み合わせ,ja,Y,pre,C7_シーン別
746,日本 登山 eSIM 緊急SOS 機能 使えるか,通信・eSIM,登山,esim_hiking,during,feature,B,iPhoneの緊急SOSとeSIM,ja,Y,during,C7_シーン別
747,日本 ハイキング eSIM 電波 奥多摩 丹沢,通信・eSIM,登山,esim_hiking,during,coverage,B,奥多摩・丹沢の電波状況,ja,Y,during,C7_シーン別
748,日本 登山 eSIM 写真 SNS アップロード 山頂,通信・eSIM,登山,esim_hiking,during,feature,B,山頂からのSNS投稿,ja,Y,during,C7_シーン別
749,日本 登山 eSIM 外国人 注意点,通信・eSIM,登山,esim_hiking,pre,planning,B,外国人登山者向けeSIM注意点,ja,Y,pre,C7_シーン別
750,日本 登山 eSIM 1日 データ どれくらい使う,通信・eSIM,登山,esim_hiking,pre,planning,B,登山1日のデータ消費量,ja,Y,pre,C7_シーン別
